,recipe1,recipe2,cosine_similarity,recipe1_name,recipe2_name,similarity_rank
0,0,20,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
1,0,21,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
2,0,139,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
3,0,140,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
4,0,141,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
5,0,142,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
6,0,176,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
7,0,177,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
8,0,187,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
9,0,188,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
10,0,189,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
11,0,190,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
12,0,675,0.8038361,low fat berry blue frozen dessert,london bars,3.0
13,0,676,0.8038361,low fat berry blue frozen dessert,london bars,3.0
14,1,20,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
15,1,21,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
16,1,139,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
17,1,140,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
18,1,141,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
19,1,142,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
20,1,176,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
21,1,177,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
22,1,187,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
23,1,188,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
24,1,189,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
25,1,190,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
26,1,675,0.8038361,low fat berry blue frozen dessert,london bars,3.0
27,1,676,0.8038361,low fat berry blue frozen dessert,london bars,3.0
28,2,20,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
29,2,21,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
30,2,139,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
31,2,140,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
32,2,141,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
33,2,142,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
34,2,176,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
35,2,177,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
36,2,187,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
37,2,188,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
38,2,189,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
39,2,190,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
40,2,675,0.8038361,low fat berry blue frozen dessert,london bars,3.0
41,2,676,0.8038361,low fat berry blue frozen dessert,london bars,3.0
42,3,20,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
43,3,21,0.8376276,low fat berry blue frozen dessert,boston cream pie,1.0
44,3,139,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
45,3,140,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
46,3,141,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
47,3,142,0.78812575,low fat berry blue frozen dessert,blueberry buttertarts,5.0
48,3,176,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
49,3,177,0.80117863,low fat berry blue frozen dessert,carrot maple cheesecake,4.0
50,3,187,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
51,3,188,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
52,3,189,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
53,3,190,0.8115919,low fat berry blue frozen dessert,blueberry pancake syrup,2.0
54,3,675,0.8038361,low fat berry blue frozen dessert,london bars,3.0
55,3,676,0.8038361,low fat berry blue frozen dessert,london bars,3.0
56,4,120,0.8301655,biryani,brown rice and vegetable pilaf,3.0
57,4,121,0.8301655,biryani,brown rice and vegetable pilaf,3.0
58,4,122,0.8301655,biryani,brown rice and vegetable pilaf,3.0
59,4,123,0.8301655,biryani,brown rice and vegetable pilaf,3.0
60,4,124,0.8301655,biryani,brown rice and vegetable pilaf,3.0
61,4,125,0.8301655,biryani,brown rice and vegetable pilaf,3.0
62,4,139,0.8162759,biryani,blueberry buttertarts,5.0
63,4,140,0.8162759,biryani,blueberry buttertarts,5.0
64,4,141,0.8162759,biryani,blueberry buttertarts,5.0
65,4,142,0.8162759,biryani,blueberry buttertarts,5.0
66,4,152,0.8287264,biryani,chicken and broccoli lasagna,4.0
67,4,153,0.8287264,biryani,chicken and broccoli lasagna,4.0
68,4,154,0.8287264,biryani,chicken and broccoli lasagna,4.0
69,4,155,0.8287264,biryani,chicken and broccoli lasagna,4.0
70,4,156,0.8287264,biryani,chicken and broccoli lasagna,4.0
71,4,157,0.8287264,biryani,chicken and broccoli lasagna,4.0
72,4,158,0.8287264,biryani,chicken and broccoli lasagna,4.0
73,4,727,0.8458258,biryani,greek phyllo seafood rolls,1.0
74,4,728,0.8458258,biryani,greek phyllo seafood rolls,1.0
75,4,729,0.8458258,biryani,greek phyllo seafood rolls,1.0
76,4,730,0.8458258,biryani,greek phyllo seafood rolls,1.0
77,4,731,0.8458258,biryani,greek phyllo seafood rolls,1.0
78,4,732,0.8458258,biryani,greek phyllo seafood rolls,1.0
79,4,792,0.8419266,biryani,bean curd with broccoli,2.0
80,5,20,0.6784708,best lemonade,boston cream pie,5.0
81,5,21,0.6784708,best lemonade,boston cream pie,5.0
82,5,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
83,5,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
84,5,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
85,5,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
86,5,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
87,5,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
88,5,428,0.7035674,best lemonade,civil war cake,1.0
89,5,429,0.7035674,best lemonade,civil war cake,1.0
90,5,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
91,5,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
92,5,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
93,5,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
94,5,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
95,5,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
96,5,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
97,5,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
98,6,20,0.6784708,best lemonade,boston cream pie,5.0
99,6,21,0.6784708,best lemonade,boston cream pie,5.0
100,6,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
101,6,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
102,6,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
103,6,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
104,6,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
105,6,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
106,6,428,0.7035674,best lemonade,civil war cake,1.0
107,6,429,0.7035674,best lemonade,civil war cake,1.0
108,6,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
109,6,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
110,6,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
111,6,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
112,6,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
113,6,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
114,6,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
115,6,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
116,7,20,0.6784708,best lemonade,boston cream pie,5.0
117,7,21,0.6784708,best lemonade,boston cream pie,5.0
118,7,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
119,7,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
120,7,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
121,7,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
122,7,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
123,7,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
124,7,428,0.7035674,best lemonade,civil war cake,1.0
125,7,429,0.7035674,best lemonade,civil war cake,1.0
126,7,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
127,7,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
128,7,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
129,7,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
130,7,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
131,7,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
132,7,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
133,7,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
134,8,20,0.6784708,best lemonade,boston cream pie,5.0
135,8,21,0.6784708,best lemonade,boston cream pie,5.0
136,8,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
137,8,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
138,8,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
139,8,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
140,8,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
141,8,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
142,8,428,0.7035674,best lemonade,civil war cake,1.0
143,8,429,0.7035674,best lemonade,civil war cake,1.0
144,8,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
145,8,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
146,8,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
147,8,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
148,8,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
149,8,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
150,8,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
151,8,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
152,9,20,0.6784708,best lemonade,boston cream pie,5.0
153,9,21,0.6784708,best lemonade,boston cream pie,5.0
154,9,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
155,9,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
156,9,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
157,9,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
158,9,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
159,9,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
160,9,428,0.7035674,best lemonade,civil war cake,1.0
161,9,429,0.7035674,best lemonade,civil war cake,1.0
162,9,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
163,9,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
164,9,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
165,9,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
166,9,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
167,9,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
168,9,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
169,9,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
170,10,20,0.6784708,best lemonade,boston cream pie,5.0
171,10,21,0.6784708,best lemonade,boston cream pie,5.0
172,10,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
173,10,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
174,10,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
175,10,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
176,10,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
177,10,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
178,10,428,0.7035674,best lemonade,civil war cake,1.0
179,10,429,0.7035674,best lemonade,civil war cake,1.0
180,10,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
181,10,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
182,10,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
183,10,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
184,10,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
185,10,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
186,10,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
187,10,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
188,11,20,0.6784708,best lemonade,boston cream pie,5.0
189,11,21,0.6784708,best lemonade,boston cream pie,5.0
190,11,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
191,11,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
192,11,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
193,11,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
194,11,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
195,11,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
196,11,428,0.7035674,best lemonade,civil war cake,1.0
197,11,429,0.7035674,best lemonade,civil war cake,1.0
198,11,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
199,11,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
200,11,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
201,11,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
202,11,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
203,11,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
204,11,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
205,11,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
206,12,20,0.6784708,best lemonade,boston cream pie,5.0
207,12,21,0.6784708,best lemonade,boston cream pie,5.0
208,12,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
209,12,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
210,12,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
211,12,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
212,12,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
213,12,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
214,12,428,0.7035674,best lemonade,civil war cake,1.0
215,12,429,0.7035674,best lemonade,civil war cake,1.0
216,12,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
217,12,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
218,12,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
219,12,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
220,12,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
221,12,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
222,12,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
223,12,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
224,13,20,0.6784708,best lemonade,boston cream pie,5.0
225,13,21,0.6784708,best lemonade,boston cream pie,5.0
226,13,180,0.68811566,best lemonade,caramel apple milkshakes,3.0
227,13,181,0.68811566,best lemonade,caramel apple milkshakes,3.0
228,13,187,0.70286787,best lemonade,blueberry pancake syrup,2.0
229,13,188,0.70286787,best lemonade,blueberry pancake syrup,2.0
230,13,189,0.70286787,best lemonade,blueberry pancake syrup,2.0
231,13,190,0.70286787,best lemonade,blueberry pancake syrup,2.0
232,13,428,0.7035674,best lemonade,civil war cake,1.0
233,13,429,0.7035674,best lemonade,civil war cake,1.0
234,13,524,0.68309087,best lemonade,chocolate tapioca pudding,4.0
235,13,525,0.68309087,best lemonade,chocolate tapioca pudding,4.0
236,13,526,0.68309087,best lemonade,chocolate tapioca pudding,4.0
237,13,527,0.68309087,best lemonade,chocolate tapioca pudding,4.0
238,13,528,0.68309087,best lemonade,chocolate tapioca pudding,4.0
239,13,529,0.68309087,best lemonade,chocolate tapioca pudding,4.0
240,13,530,0.68309087,best lemonade,chocolate tapioca pudding,4.0
241,13,531,0.68309087,best lemonade,chocolate tapioca pudding,4.0
242,14,160,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
243,14,161,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
244,14,162,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
245,14,163,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
246,14,234,0.76865333,carina s tofu vegetable kebabs,cheesy chicken noodle casserole,4.0
247,14,448,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
248,14,449,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
249,14,450,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
250,14,451,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
251,14,452,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
252,14,453,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
253,14,454,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
254,14,455,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
255,14,456,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
256,14,457,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
257,14,458,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
258,14,459,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
259,14,460,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
260,14,461,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
261,14,462,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
262,14,463,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
263,14,671,0.7791364,carina s tofu vegetable kebabs,thai chicken noodles,2.0
264,14,672,0.77913654,carina s tofu vegetable kebabs,thai chicken noodles,1.0
265,15,160,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
266,15,161,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
267,15,162,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
268,15,163,0.7741691,carina s tofu vegetable kebabs,chicken breasts saltimbocca,3.0
269,15,234,0.76865333,carina s tofu vegetable kebabs,cheesy chicken noodle casserole,4.0
270,15,448,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
271,15,449,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
272,15,450,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
273,15,451,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
274,15,452,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
275,15,453,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
276,15,454,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
277,15,455,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
278,15,456,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
279,15,457,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
280,15,458,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
281,15,459,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
282,15,460,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
283,15,461,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
284,15,462,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
285,15,463,0.765203,carina s tofu vegetable kebabs,chinese hot and sour pork soup,5.0
286,15,671,0.7791364,carina s tofu vegetable kebabs,thai chicken noodles,2.0
287,15,672,0.77913654,carina s tofu vegetable kebabs,thai chicken noodles,1.0
288,16,20,0.8497998,best blackbottom pie,boston cream pie,4.0
289,16,21,0.8497998,best blackbottom pie,boston cream pie,4.0
290,16,520,0.846184,best blackbottom pie,chocolate cashew spread,5.0
291,16,521,0.846184,best blackbottom pie,chocolate cashew spread,5.0
292,16,533,0.8771814,best blackbottom pie,chocolate pudding ii,3.0
293,16,534,0.8771814,best blackbottom pie,chocolate pudding ii,3.0
294,16,535,0.8771814,best blackbottom pie,chocolate pudding ii,3.0
295,16,536,0.8771814,best blackbottom pie,chocolate pudding ii,3.0
296,16,537,0.8771814,best blackbottom pie,chocolate pudding ii,3.0
297,16,538,0.8771814,best blackbottom pie,chocolate pudding ii,3.0
298,16,541,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
299,16,542,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
300,16,543,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
301,16,544,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
302,16,545,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
303,16,546,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
304,16,547,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
305,16,548,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
306,16,549,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
307,16,550,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
308,16,551,0.891724,best blackbottom pie,chocolate cream meringue pie,1.0
309,16,552,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
310,16,553,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
311,16,554,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
312,16,555,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
313,16,556,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
314,16,557,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
315,16,558,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
316,16,559,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
317,16,560,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
318,16,561,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
319,16,562,0.8917239,best blackbottom pie,chocolate cream meringue pie,2.0
320,17,16,0.84364563,buttermilk pie with gingersnap crumb crust,best blackbottom pie,2.0
321,17,106,0.82241535,buttermilk pie with gingersnap crumb crust,bourbon pecan pound cake,5.0
322,17,174,0.83130336,buttermilk pie with gingersnap crumb crust,commissary carrot cake,3.0
323,17,175,0.83130336,buttermilk pie with gingersnap crumb crust,commissary carrot cake,3.0
324,17,541,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
325,17,542,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
326,17,543,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
327,17,544,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
328,17,545,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
329,17,546,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
330,17,547,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
331,17,548,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
332,17,549,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
333,17,550,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
334,17,551,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
335,17,552,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
336,17,553,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
337,17,554,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
338,17,555,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
339,17,556,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
340,17,557,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
341,17,558,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
342,17,559,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
343,17,560,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
344,17,561,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
345,17,562,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
346,17,749,0.8256438,buttermilk pie with gingersnap crumb crust,grand marnier cake,4.0
347,18,16,0.84364563,buttermilk pie with gingersnap crumb crust,best blackbottom pie,2.0
348,18,106,0.82241535,buttermilk pie with gingersnap crumb crust,bourbon pecan pound cake,5.0
349,18,174,0.83130336,buttermilk pie with gingersnap crumb crust,commissary carrot cake,3.0
350,18,175,0.83130336,buttermilk pie with gingersnap crumb crust,commissary carrot cake,3.0
351,18,541,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
352,18,542,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
353,18,543,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
354,18,544,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
355,18,545,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
356,18,546,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
357,18,547,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
358,18,548,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
359,18,549,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
360,18,550,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
361,18,551,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
362,18,552,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
363,18,553,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
364,18,554,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
365,18,555,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
366,18,556,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
367,18,557,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
368,18,558,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
369,18,559,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
370,18,560,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
371,18,561,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
372,18,562,0.86061835,buttermilk pie with gingersnap crumb crust,chocolate cream meringue pie,1.0
373,18,749,0.8256437,buttermilk pie with gingersnap crumb crust,grand marnier cake,4.0
374,19,16,0.84364563,buttermilk pie with gingersnap crumb crust,best blackbottom pie,2.0
375,19,106,0.82241535,buttermilk pie with gingersnap crumb crust,bourbon pecan pound cake,5.0
